ID,Name of Business,Short Description,Address,City,State,Postcode,Phone Number,Which type of business is this?,Business Website or Other URL,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1594,Esperanto,"""Brazilian restaurant""",145 Avenue C,New York,NY,10009,(212) 505-6559,Food and Beverage,http://www.esperantony.com,MANHATTAN,40.725381,-73.97792,3,2,28,1004778,1003920037,Lower East Side                                                            
1595,Patisserie Des Ambassades,"""Delicious Senegalese food and French bakery""",2200 Frederick Douglass Blvd,New York,NY,10026,,Food and Beverage,http://patisseriedesambassades.com/,MANHATTAN,40.806091,-73.954136,10,9,220,1058436,1019240062,Central Harlem South                                                       
1596,Dear Mama,"""Specialty coffee shop in East Harlem""",308 E 109 Street,New York,NY,10029,,Food and Beverage,http://dearmamacoffee.com/,MANHATTAN,40.792337,-73.940545,11,8,170,1089783,1016800148,East Harlem South                                                          
1597,Tres Belle Spa,"""Beauty and Wellness Spa""",105 Bond Street,Brooklyn,NY,11217,(718) 797-0033,Service,http://tresbellespa.com/,BROOKLYN ,40.686486,-73.985119,2,33,41,3000968,3001840063,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1598,Sade Skincare and Cosmetics of Harlem,Skin care boutique,2084 Lexington Avenue,New York,NY,10035,(212) 996-6300,Service,http://www.sadeskincare.com,MANHATTAN,40.80481,-73.937113,11,9,196,1054488,1017740056,East Harlem North                                                          
1599,Bailey's Corner Pub,Neighborhood bar,1607 York Avenue,New York,NY,10028,(212) 650-1341,Food and Beverage,https://www.facebook.com/Baileys-Corner-Pub-232455760105122/,MANHATTAN,40.775087,-73.947752,8,5,14401,1050505,1015640029,Yorkville                                                                  
1600,Little Collins,"""Coffee Shop""",667 Lexington Ave,New York,NY,10022,(212) 308-1969,Food and Beverage,http://www.littlecollinsnyc.com,MANHATTAN,40.75996,-73.969823,6,4,100,1036625,1013107502,Turtle Bay-East Midtown                                                    
1601,Urban Garden Center,"""The leading supplier of garden supplies and plants in NYC""",1640 Park Avenue,New York,NY,10035,(646) 872-6441,Retail,http://www.urbangardennyc.com/,MANHATTAN,40.799411,-73.943168,11,8,184,1088472,1200169999,East Harlem North                                                          
1602,3 Greeks Grill,"""Fantastic restaurant - food tastes homemade & owners are warm & attentive""",35-61 Vernon Blvd,Long Island City,NY,11106,(917) 651-0595,Food and Beverage,https://www.3greeksgrill.com/,QUEENS   ,40.762724,-73.942004,1,26,39,4003905,4003280001,Queensbridge-Ravenswood-Long Island City                                   
1603,Southern Cross Coffee,"""Coffee Shop, Espresso Bar, Baked goods""",300 E 5th Street,New York,NY,10019,(917) 727-9470,Food and Beverage,https://www.facebook.com/SouthernCrossCoffee/,MANHATTAN,40.726623,-73.988632,3,2,38,1006205,1004460008,East Village                                                               
1604,Random Accessories,"""Gift Shop""",77 East 4th Street,New York,NY,10003,(212) 358-0650,Retail,,MANHATTAN,40.726513,-73.990169,3,2,38,1077986,1004600048,East Village                                                               
1605,Le Paddock,French Bistro in Windsor Terrace,1235 Prospect Avenue,Brooklyn,NY,11218,(718) 435-0921,Food and Beverage,http://Lepaddockbrooklyn.com,BROOKLYN ,40.652943,-73.97611,7,39,50202,3122532,3052750053,Windsor Terrace                                                            
1606,Da Claudio,"""Italian restaurant""",21 Ann Street,New York,NY,10038,(212) 285-2668,Food and Beverage,http://www.daclaudionyc.com,MANHATTAN,40.710778,-74.007694,1,1,1501,1000000,1000900017,Battery Park City-Lower Manhattan                                          
1607,The Original Chinatown Ice Cream Factory,"""Homemade ice cream""",65 Bayard Street,New York,NY,10013,(212) 608-4170,Food and Beverage,http://www.chinatownicecreamfactory.com/,MANHATTAN,40.715477,-73.998081,3,1,29,1001791,1001630022,Chinatown                                                                  
1608,Vinny's Pet Shop,"""Family-owned and operated pet supply store""",451 Bay Ridge Avenue,Brooklyn,NY,11220,(718) 745-9074,Retail,https://www.facebook.com/pg/vinnyspetshop/,BROOKLYN ,40.634043,-74.022241,10,43,130,3145297,3058640063,Bay Ridge                                                                  
1609,Riverdel,Vegan Cheese Shop,820 Washington Avenue,Brooklyn,NY,11238,(718) 928-7702,Food and Beverage,http://www.riverdelcheese.com,BROOKLYN ,40.673394,-73.962926,8,35,215,3029539,3011760093,Prospect Heights                                                           
1610,Amerom Metal,"""Custom metal fabricators""",961 Grand Street,Brooklyn,NY,11211,(718) 388-4556,Service,http://www.amerommetal.com,BROOKLYN ,40.713074,-73.936074,1,34,481,3400368,3029240016,East Williamsburg                                                          
1611,R&D Foods,"""Breakfast, Sandwiches, Food Boutique""",602 Vanderbilt Avenue,Brooklyn,NY,11238,(347) 915-1196,Food and Beverage,http://www.rdfoodsbklyn.com/,BROOKLYN ,40.678303,-73.968641,8,35,163,3028428,3011510046,Prospect Heights                                                           
1612,Gyro Café,"""Turkish restaurant""",580 Coney Island Avenue,Brooklyn,NY,11218,(718) 438-0860,Food and Beverage,,BROOKLYN ,40.64322,-73.969948,12,40,492,3125633,3053610011,Kensington-Ocean Parkway                                                   
1613,Stone Park Cafe,"""New American restaurant""",324 5th Avenue,New York City,NY,11215,(718) 369-0082,Food and Beverage,http://www.stoneparkcafe.com,BROOKLYN ,40.672891,-73.983219,6,39,135,3020905,3009740044,Park Slope-Gowanus                                                         
1614,Butter & Scotch,"""Dessert and Cocktail Bar""",818 Franklin Avenue,Brooklyn,NY,11205,(347) 350-8899,Food and Beverage,http://www.butterandscotch.com/,BROOKLYN ,40.669939,-73.958245,9,35,213,3029675,3011850046,Crown Heights South                                                        
1615,Owl and The Pussycat Salon,"""Hair salon""",154 Vanderbilt Avenue,Brooklyn,NY,11205,(718) 522-5697,Service,http://www.opcsalon.com/,BROOKLYN ,40.692801,-73.969778,2,35,183,3344740,3020750032,Fort Greene                                                                
1616,Mary Arnold Toys,"""Toy Store opened in 1931""",1178 Lexington Avenue,New York,NY,10028,(212) 744-8510,Retail,http://www.maryarnoldtoys.com/,MANHATTAN,40.775999,-73.95815,8,4,140,1047536,1015090056,Upper East Side-Carnegie Hill                                              
1617,Roni Sue's Chocolate Shop,"""Chocolate, sweets, coffee""",148 Forsythe Street,New York,NY,10002,(212) 677-1216,Food and Beverage,http://www.roni-sue.com/,MANHATTAN,40.720373,-73.991829,3,1,18,1005598,1004200044,Chinatown                                                                  
1618,Irina's Foods,"""Specialty Deli""",582 Midland Avenue,Staten Island,NY,10306,(718) 351-3910,Food and Beverage,,STATEN IS,40.572208,-74.09293,2,50,11202,5107568,5038140024,New Dorp-Midland Beach                                                     
1619,Midland Wine & Liquors,"""Wine and Liquor Store""",578 Midland Avenue,Staten Island,NY,10306,(718) 351-0870,Retail,https://www.facebook.com/midlandliquors/?rf=145801922108005,STATEN IS,40.572269,-74.093045,2,50,11202,5054760,5038140022,New Dorp-Midland Beach                                                     
1620,Beans and Leaves,"""Coffee Shop""",422 Forest Avenue,Staten Island,NY,10301,(718) 228-0276,Food and Beverage,https://www.facebook.com/Beans-and-Leaves-Coffee-and-Tea-Cafe-231776566931096/,STATEN IS,40.630826,-74.103441,1,49,59,5006981,5002530001,New Brighton-Silver Lake                                                   
1621,Sew Brooklyn Hair Extensions Lounge,"""Hair Salon""",722 Nostrand Avenue,Brooklyn,NY,11216,(718) 484-8989,Service,http://sewbk.com,BROOKLYN ,40.673922,-73.950128,8,36,31701,3031212,3012330047,Crown Heights North                                                        
1622,Scoliosis Systems,"""Scoliosis Treatement: non-surgical""",1085 Park Avenue,New York,NY,10128,(212) 360-7760,Service,http://scoliosissystems.com,MANHATTAN,40.781702,-73.956074,8,4,14802,1048070,1015170001,Upper East Side-Carnegie Hill                                              
1623,Mani Market Place,"""Small grocery""",697 Columbus Ave,New York,NY,10025,(212) 662-4392,Food and Beverage,http://manimarketplace.com/,MANHATTAN,40.791436,-73.968552,7,6,177,1079516,1012070001,Upper West Side                                                            
1624,Yaya Tea Inc,"""Tea drink shop and onigiri""",2320 86th Street,Brooklyn,NY,11214,(718) 333-9292,Food and Beverage,http://www.9292832inc.com,BROOKLYN ,40.6003,-73.991152,11,47,300,3185419,3068610046,Bensonhurst East                                                           
1625,Slip Stitch Needlecraft,"""Local yarn store/gathering place for Brooklynites who love to knit and crochet""",450 Nostrand Avenue,Brooklyn,NY,11216,(347) 789-5371,"Service, ",http://www.slipstitchneedlecraft.com/,BROOKLYN ,40.683605,-73.950232,3,36,245,3051871,3018270057,Bedford                                                                    
1626,Carol Hannah,"""Dress Shop - Wedding, evening, and party dresses made on-site""",307 West 38th Street,New York,NY,10018,(212) 564-8014,Retail,https://www.carol-hannah.com/,MANHATTAN,40.754946,-73.992175,4,3,115,1013643,1007620025,Clinton                                                                    
1627,The Brass Owl,Ladies Accessory/Gift Boutique,36-19 Ditmars Blvd,Astoria,NY,11105,(347) 848-0905,Retail,http://thebrassowl.com,QUEENS   ,40.774225,-73.907987,1,22,113,4016546,4008230165,Steinway                                                                   
1628,Hope & Anchor,"""Restaurant / bar / brunch / karaoke bar""",347 Van Brunt Street,Brooklyn,NY,11231,(718) 237-0276,Food and Beverage,http://Www.hopeandanchorredhook.com,BROOKLYN ,40.677245,-74.013015,6,38,53,3008622,3005760008,Carroll Gardens-Columbia Street-Red Hook                                   
1629,M&D Locks and Keys,"""Locksmith Services 24/7""",140 Empire Blvd,Brooklyn,NY,11225,(718) 484-4050,Service,http://Www.brooklynmanhattanlocksmith.com,BROOKLYN ,40.663475,-73.957777,9,40,327,3000000,3013130046,Prospect Lefferts Gardens-Wingate                                          
1630,Bilingual Sprouts,"""Classes for kids, language class, birthday parties, cultural events, etc""",32-03 86th Street,Jackson Heights,NY,11369,(212) 731 4558,Service,http://Bilingualsprouts.com,QUEENS   ,40.757724,-73.88196,3,25,337,4034774,4014160073,Jackson Heights                                                            
1631,Minar,"""Indian Takeout""",160 E 44th Street,New York,NY,10017,(212) 967-2727,Food and Beverage,http://www.minarny.com/,MANHATTAN,40.752345,-73.974183,6,4,92,1036168,1012980040,Turtle Bay-East Midtown                                                    
1632,Tacos Grand Central,Taco Shop,153 East 43rd Street,New York,NY,10017,(212) 867-5545,Food and Beverage,http://tacosgrandcentral.com/,MANHATTAN,40.751837,-73.974872,6,4,92,1080446,1012980033,Turtle Bay-East Midtown                                                    
1633,Bed of Nails,Nail Salon,2272 Adam Clayton Powell Jr Blvd,New York,NY,10030,(212) 694-2200,Service,http://bedofnailsnyc.com,MANHATTAN,40.814401,-73.944376,10,9,226,1058824,1019390133,Central Harlem North-Polo Grounds                                          
1634,ACQUA at Peck Slip,Restaurant,21 Peck Slip,New York,NY,10038,(212) 349-4433,Food and Beverage,http://www.acquarestaurantnyc.com,MANHATTAN,40.708143,-74.001872,1,1,1501,1001381,1001070042,Battery Park City-Lower Manhattan                                          
1635,Cobble Variety and Mailing,"""They do EVERYTHING! And they are so great!""",495 Henry Street,Brooklyn,NY,11231,(718) 852-8844,Service,http://www.cobblemail.com/,BROOKLYN ,40.684659,-73.999142,6,39,67,3340587,3003320009,Carroll Gardens-Columbia Street-Red Hook                                   
1636,Party Planning Mom Tanya,"""Party Planning Props & Centerpieces""",300 East 162 Street,Bronx,NY,10451,(347) 749-8123,Service,http://www.facebook.com/PartyPlanningMomTanya,BRONX    ,40.826156,-73.916833,4,17,173,2001933,2024210022,East Concourse-Concourse Village                                           
1637,Montalbano's Italian Food,"""Specialty Grocery Store""",1140 Bay Street,Staten Island,NY,10305,(718) 448-8077,Retail,http://www.montalbanosporkstore.com/lunch-menu.html,STATEN IS,40.615317,-74.067053,1,49,8,5042714,5028480050,Stapleton-Rosebank                                                         
1638,Indian Road Cafe,"""Restaurant serving locally-sourced, fresh, seasonal fare""",600 W 218th Street,New York,NY,10034,(212) 942-7451,Food and Beverage,http://www.indianroadcafe.com/,MANHATTAN,40.872899,-73.918181,12,10,307,1065082,1022500058,Marble Hill-Inwood                                                         
1639,Inwood Gourmet,"""Independent gourmet and fine foods shop""",95 Cooper Street,New York,NY,10034,(646) 649-2627,Retail,https://inwoodgourmet.com/,MANHATTAN,40.868647,-73.921285,12,10,303,1064992,1022420036,Marble Hill-Inwood                                                         
1640,Lady J +1,Jewelry store and boutique,679 Classon Avenue,Brooklyn,NY,11238,(718) 783-0011,Retail,http://www.ladyjjewelry.com,BROOKLYN ,40.677046,-73.959279,8,35,305,3028287,3011490004,Crown Heights North                                                        
1641,"North Street Creative, Inc.","""Creative Services""",133 Beekman St,New York,NY,10038,(646) 875-8609,Service,http://northstreetcreative.com,MANHATTAN,40.707372,-74.002882,1,1,1501,1082012,1000960005,Battery Park City-Lower Manhattan                                          
1642,BeeHive Oven Biscuit Cafe,"""Comfort Food Restaurant""",182 South 2nd Street,Brooklyn,NY,11211,(347) 987-4960,Food and Beverage,http://www.beehiveoven.com,BROOKLYN ,40.712605,-73.960289,1,34,523,3063130,3024190007,North Side-South Side                                                      
1643,Koru Wellness Aesthetics,"""Medical Spa""",341 East 78th Street,New York,NY,10075,(212) 396-3672,Service,http://www.koruNYC.com,MANHATTAN,40.77221,-73.954473,8,5,134,1045246,1014530016,Lenox Hill-Roosevelt Island                                                
1644,Variety Coffee Roasters,Coffee shop & roastery,146 Wyckoff Ave,Brooklyn,NY,11237,(718) 497-2326,Food and Beverage,http://varietycoffeeroasters.com,BROOKLYN ,40.702879,-73.916951,4,37,443,3074859,3032800031,Bushwick North                                                             
